year,drv_reg_R19,s_reg_R19,drv_reg_SLOWP,s_reg_SLOWP,drv_reg_FAST,s_reg_FAST,drv_obs_R19,s_obs_R19,drv_obs_SLOWP,s_obs_SLOWP,drv_obs_FAST,s_obs_FAST
1866,-0.068520000000,0.000000000000,-0.168856764609,0.000004438040,-0.074446481181,0.002802382655,-0.068520000000,0.000000000000,-0.168856764609,0.000000473019,-0.074446481181,0.002791562154
1867,-0.146070000000,0.000000000000,-0.400468073065,0.000004437294,-0.022737702580,0.002940910462,-0.146070000000,0.000000000000,-0.400468073065,0.000000472956,-0.022737702580,0.002933413686
1868,-0.034470000000,0.000000000000,0.078992643520,0.000004435738,0.075150445236,0.003097154730,-0.034470000000,0.000000000000,0.078992643520,0.000000472840,0.075150445236,0.003090769120
1869,-0.119040000000,0.000000000000,0.245713149883,0.000004435578,0.294187889005,0.003291017679,-0.119040000000,0.000000000000,0.245713149883,0.000000472819,0.294187889005,0.003280801488
1870,-0.006340000000,0.000000000000,-0.001470189707,0.000004435876,0.232081823643,0.003586652644,-0.006340000000,0.000000000000,-0.001470189707,0.000000472815,0.232081823643,0.003557728771
1871,0.012000000000,0.000000000000,-0.161075590951,0.000004435563,-0.071349324534,0.003847436385,0.012000000000,0.000000000000,-0.161075590951,0.000000472781,-0.071349324534,0.003804889143
1872,0.153210000000,0.000000000000,-0.028146834798,0.000004434841,0.137548892925,0.003979721399,0.153210000000,0.000000000000,-0.028146834798,0.000000472720,0.137548892925,0.003940494806
1873,-0.006940000000,0.000000000000,0.001208724834,0.000004434469,-0.033919887326,0.004192526249,-0.006940000000,0.000000000000,0.001208724834,0.000000472682,-0.033919887326,0.004146229627
1874,-0.060480000000,0.000000000000,0.117926857628,0.000004434162,0.386256360416,0.004335377978,-0.060480000000,0.000000000000,0.117926857628,0.000000472649,0.386256360416,0.004290911828
1875,0.138680000000,0.000000000000,-0.021666747854,0.000004434062,0.064381260815,0.004668666379,0.138680000000,0.000000000000,-0.021666747854,0.000000472633,0.064381260815,0.004598604907
1876,0.049250000000,0.000000000000,-0.047668753396,0.000004433705,-0.240477503168,0.004844776826,0.049250000000,0.000000000000,-0.047668753396,0.000000472596,-0.240477503168,0.004772144073
1877,0.164850000000,0.000000000000,0.289458607389,0.000004433287,0.143665093172,0.004921270938,0.164850000000,0.000000000000,0.289458607389,0.000000472556,0.143665093172,0.004856661610
1878,0.203490000000,0.000000000000,0.801719184051,0.000004453621,0.217252783705,0.005128079369,0.203490000000,0.000000000030,0.801719184051,0.000000472554,0.217252783705,0.005056438688
1879,0.176290000000,0.000000000000,0.229588377095,0.000012961955,-0.001358412012,0.005365986721,0.176290000000,0.000000032376,0.229588377095,0.000002371742,-0.001358412012,0.005282693927
1880,0.196860000000,0.000000000000,0.049191200105,0.000012961953,-0.007639900677,0.005511837317,0.196860000000,0.000000034496,0.049191200105,0.000002371715,-0.007639900677,0.005429221163
1881,0.128650000000,0.000000000000,-0.270551025764,0.000012961334,0.328915962381,0.005654386045,0.128650000000,0.000000055267,-0.270551025764,0.000002371586,0.328915962381,0.005572707504
1882,0.207140000000,0.000000000000,-0.101296877129,0.000012958196,-0.038005761433,0.005941446960,0.207140000000,0.000000055267,-0.101296877129,0.000002371161,-0.038005761433,0.005840144024
1883,0.228160000000,0.000000000000,0.338768063437,0.000012956576,-0.009025895607,0.006070530290,0.228160000000,0.000000095334,0.338768063437,0.000002370909,-0.009025895607,0.005971502842
1884,0.122670000000,0.000000000000,-0.193680678468,0.000013064973,-0.189289238942,0.006208554250,0.122670000000,0.000000200857,-0.193680678468,0.000002370909,-0.189289238942,0.006110625317
1885,0.021550000000,0.000000000000,-0.495534033601,0.000013062552,0.023151418602,0.006291151837,0.021550000000,0.000000200854,-0.495534033601,0.000002370567,0.023151418602,0.006199970448
1886,-0.077060000000,0.000000000000,-0.106147272816,0.000013056806,-0.128259888286,0.006438899612,-0.077060000000,0.000000200834,-0.106147272816,0.000002369861,-0.128259888286,0.006347373339
1887,-0.134240000000,0.000000000000,-0.201869869977,0.000013055135,-0.418174296364,0.006536880522,-0.134240000000,0.000000200789,-0.201869869977,0.000002369605,-0.418174296364,0.006450493989
1888,-0.141120000000,0.000000000000,-0.306407643792,0.000013052641,0.177675765380,0.006570689081,-0.141120000000,0.000000200726,-0.306407643792,0.000002369255,0.177675765380,0.006493242585
1889,0.046980000000,0.000000000000,0.496723676242,0.000013049109,0.334821295260,0.006777035322,0.046980000000,0.000000200660,0.496723676242,0.000002368789,0.334821295260,0.006690957859
1890,-0.025490000000,0.000000000000,0.032875156094,0.000014237949,-0.217608129054,0.007054588875,-0.025490000000,0.000000200645,0.032875156094,0.000002481318,-0.217608129054,0.006949012123
1891,-0.009350000000,0.000000000000,-0.201488726100,0.000014237170,0.109854730377,0.007125879908,-0.009350000000,0.000000200614,-0.201488726100,0.000002481171,0.109854730377,0.007027424188
1892,-0.073650000000,0.000000000000,-0.535519475710,0.000014234453,-0.030228388214,0.007299544958,-0.073650000000,0.000000200587,-0.535519475710,0.000002480804,-0.030228388214,0.007196628405
1893,-0.007310000000,0.000000000000,-0.429591329764,0.000014227625,-0.273421813014,0.007421961397,-0.007310000000,0.000000200543,-0.429591329764,0.000002480008,-0.273421813014,0.007320947895
1894,-0.170360000000,0.000000000000,-0.209196738167,0.000014222255,-0.289074665470,0.007479072839,-0.170360000000,0.000000200516,-0.209196738167,0.000002479362,-0.289074665470,0.007385877585
1895,-0.074590000000,0.000000000000,-0.087837531212,0.000014219463,-0.033925324723,0.007532715129,-0.074590000000,0.000000200440,-0.087837531212,0.000002478987,-0.033925324723,0.007447459854
1896,0.036060000000,0.000000000000,-0.130325809586,0.000014217800,-0.104782524369,0.007652395186,0.036060000000,0.000000200396,-0.130325809586,0.000002478736,-0.104782524369,0.007569047172
1897,-0.003400000000,0.000000000000,0.482766130267,0.000014215767,-0.091823055086,0.007749992814,-0.003400000000,0.000000200379,0.482766130267,0.000002478445,-0.091823055086,0.007670862022
1898,-0.188320000000,0.000000000000,-0.287894219079,0.000015248039,-0.096639986681,0.007850728694,-0.188320000000,0.000000200353,-0.287894219079,0.000002566284,-0.096639986681,0.007775390056
1899,-0.084120000000,0.000000000000,-0.594156570329,0.000015244139,0.086224683548,0.007949483672,-0.084120000000,0.000000200271,-0.594156570329,0.000002565803,0.086224683548,0.007878045444
1900,-0.078090000000,0.000000000000,-0.027092418440,0.000015235902,0.225057391635,0.008107505219,-0.078090000000,0.000000200224,-0.027092418440,0.000002564888,0.225057391635,0.008032701202
1901,-0.127170000000,0.000000000000,-0.136967140198,0.000015234631,0.153083144106,0.008320002036,-0.127170000000,0.000000200178,-0.136967140198,0.000002564686,0.153083144106,0.008233981146
1902,-0.224780000000,0.000000000000,-0.405367906893,0.000015232388,0.237595536553,0.008500651876,-0.224780000000,0.000000200118,-0.405367906893,0.000002564377,0.237595536553,0.008407908585
1903,-0.257690000000,0.000000000000,0.310633063070,0.000015226975,-0.222176678208,0.008714879411,-0.257690000000,0.000000200023,0.310633063070,0.000002563742,-0.222176678208,0.008610396680
1904,-0.259900000000,0.000000000000,0.096102705436,0.000015274475,-0.187464732427,0.008777426365,-0.259900000000,0.000000199915,0.096102705436,0.000002563738,-0.187464732427,0.008679661414
1905,-0.140470000000,0.000000000000,0.504340632692,0.000015274020,0.115996139999,0.008847592485,-0.140470000000,0.000000199806,0.504340632692,0.000002563634,0.115996139999,0.008755890560
1906,-0.034140000000,0.000000000000,0.230507549693,0.000016553355,0.124554431770,0.009009565607,-0.034140000000,0.000000199741,0.230507549693,0.000002691231,0.124554431770,0.008913269054
1907,-0.230990000000,0.000000000000,-0.008473201994,0.000016553353,-0.257417191571,0.009173446223,-0.230990000000,0.000000199708,-0.008473201994,0.000002691200,-0.257417191571,0.009072174241
1908,-0.190840000000,0.000000000000,0.238211328009,0.000016552128,-0.024658330408,0.009226618708,-0.190840000000,0.000000199610,0.238211328009,0.000002691005,-0.024658330408,0.009132396797
1909,-0.358260000000,0.000000000000,-0.003660396372,0.000016552139,-0.143743740955,0.009338175214,-0.358260000000,0.000000199528,-0.003660396372,0.000002690978,-0.143743740955,0.009245488724
1910,-0.296840000000,0.000000000000,-0.049451267199,0.000016550953,-0.162757909006,0.009416148134,-0.296840000000,0.000000199378,-0.049451267199,0.000002690787,-0.162757909006,0.009328452385
1911,-0.396470000000,0.000000000000,0.367164180556,0.000016549375,-0.052287790815,0.009489079907,-0.396470000000,0.000000199254,0.367164180556,0.000002690553,-0.052287790815,0.009406751157
1912,-0.280640000000,0.000000000000,-0.321026636551,0.000016752376,0.190026789477,0.009590810057,-0.280640000000,0.000000199087,-0.321026636551,0.000002691450,0.190026789477,0.009510862024
1913,-0.292440000000,0.000000000000,-0.343555350026,0.000016747641,-0.092332041690,0.009775234104,-0.292440000000,0.000000198971,-0.343555350026,0.000002690902,-0.092332041690,0.009686687305
1914,-0.019300000000,0.000000000000,-0.306689408629,0.000016742593,0.182039218520,0.009864157582,-0.019300000000,0.000000198849,-0.306689408629,0.000002690323,0.182039218520,0.009779201136
1915,-0.049780000000,0.000000000000,0.193581683945,0.000016738058,0.727777721722,0.010043051880,-0.049780000000,0.000000198820,0.193581683945,0.000002689794,0.727777721722,0.009950067219
1916,-0.080040000000,0.000000000000,-0.140615747550,0.000016737988,0.045635770119,0.010503737038,-0.080040000000,0.000000198783,-0.140615747550,0.000002689745,0.045635770119,0.010355798570
1917,0.123460000000,0.000000000000,-1.352613430375,0.000016735484,-0.237601940188,0.010628865050,0.123460000000,0.000000198737,-1.352613430375,0.000002689417,-0.237601940188,0.010480124984
1918,0.032700000000,0.000000000000,-0.597643076351,0.000016709548,-0.249414586300,0.010680111634,0.032700000000,0.000000198734,-0.597643076351,0.000002686909,-0.249414586300,0.010537939114
1919,0.015320000000,0.000000000000,-0.250118439100,0.000016700458,0.039887735131,0.010728878040,0.015320000000,0.000000198717,-0.250118439100,0.000002685946,0.039887735131,0.010593363924
1920,-0.115920000000,0.000000000000,0.525376011116,0.000016696675,-0.126464627060,0.010850625294,-0.115920000000,0.000000198696,0.525376011116,0.000002685490,-0.126464627060,0.010714463625
1921,-0.077010000000,0.000000000000,0.433095747722,0.000018248222,0.139064813227,0.010925160916,-0.077010000000,0.000000198639,0.433095747722,0.000002860930,0.139064813227,0.010793538665
1922,-0.038390000000,0.000000000000,0.404016195917,0.000018827344,0.073942771065,0.011079142241,-0.038390000000,0.000000198594,0.404016195917,0.000002888895,0.073942771065,0.010942386789
1923,-0.176370000000,0.000000000000,0.875695264582,0.000019211306,0.243488855834,0.011209483228,-0.176370000000,0.000000198560,0.875695264582,0.000002899003,0.243488855834,0.011070691713
1924,-0.235640000000,0.000000000000,0.967986591531,0.000030771672,0.266695433467,0.011401149890,-0.235640000000,0.000000198483,0.967986591531,0.000005681452,0.266695433467,0.011251537601
1925,-0.288380000000,0.000000000000,0.353643206938,0.000046929310,0.212445653570,0.011600601098,-0.288380000000,0.000000198384,0.353643206938,0.000009859541,0.212445653570,0.011438886279
1926,-0.215140000000,0.000000000000,0.635832201556,0.000047080859,0.769152211231,0.011776519731,-0.215140000000,0.000000198265,0.635832201556,0.000009859642,0.769152211231,0.011606124311
1927,-0.225350000000,0.000000000000,0.606878646717,0.000050605776,0.192437586060,0.012237111228,-0.225350000000,0.000000198174,0.606878646717,0.000010456916,0.192437586060,0.012010166872
1928,-0.181340000000,0.000000000000,1.320280039147,0.000053515542,0.495370994179,0.012400124096,-0.181340000000,0.000000198080,1.320280039147,0.000010913120,0.495370994179,0.012166285324
1929,-0.252780000000,0.000000000000,0.617858493936,0.000095849221,0.214876594317,0.012694711983,-0.252780000000,0.000000198001,0.617858493936,0.000023796980,0.214876594317,0.012433177738
1930,-0.302870000000,0.000000000000,1.209539006970,0.000098966071,0.177706031968,0.012862326553,-0.302870000000,0.000000197896,1.209539006970,0.000024302281,0.177706031968,0.012593075297
1931,-0.118650000000,0.000000000000,1.250216795863,0.000131464938,0.420129424271,0.013014960563,-0.118650000000,0.000000197771,1.250216795863,0.000033826047,0.420129424271,0.012740036601
1932,-0.119160000000,0.000000000000,1.016744493080,0.000167321358,0.283170833049,0.013265965124,-0.119160000000,0.000000197714,1.016744493080,0.000044503669,0.283170833049,0.012970219262
1933,-0.268610000000,0.000000000000,0.698973011718,0.000186118761,-0.130499825915,0.013455142642,-0.268610000000,0.000000197657,0.698973011718,0.000049539006,-0.130499825915,0.013148207438
1934,-0.151320000000,0.000000000000,1.309020493759,0.000191159941,0.163041633899,0.013516345466,-0.151320000000,0.000000197546,1.309020493759,0.000050520055,0.163041633899,0.013214364096
1935,-0.206030000000,0.000000000000,1.019465225630,0.000232173709,0.215743435255,0.013658795566,-0.206030000000,0.000000197478,1.019465225630,0.000063000430,0.215743435255,0.013352220050
1936,0.014300000000,0.000000000000,0.895693614358,0.000251057860,0.319366372879,0.013818791189,0.014300000000,0.000000197391,0.895693614358,0.000068077914,0.319366372879,0.013505046563
1937,0.160950000000,0.000000000000,1.872705929411,0.000263332127,0.447321833551,0.014017585883,0.160950000000,0.000000197370,1.872705929411,0.000071109930,0.447321833551,0.013690773754
1938,0.121590000000,0.000000000000,2.070976400203,0.000375423868,0.544401506063,0.014270488848,0.121590000000,0.000000197370,2.070976400203,0.000109889772,0.544401506063,0.013921903738
1939,0.078830000000,0.000000000000,1.421521406515,0.000521171267,0.388680457900,0.014567785660,0.078830000000,0.000000197367,1.421521406515,0.000161897664,0.388680457900,0.014189969080
1940,0.205840000000,0.000000000000,1.694772300835,0.000572657259,0.999788755201,0.014788601753,0.205840000000,0.000000197358,1.694772300835,0.000178204351,0.999788755201,0.014394063510
1941,0.062320000000,0.000000000000,0.514217331027,0.000657217214,0.998867929704,0.015354185202,0.062320000000,0.000000234554,0.514217331027,0.000206707333,0.998867929704,0.014882479604
1942,0.216800000000,0.000000000000,1.122621000228,0.000658474869,0.775236663871,0.015909068058,0.216800000000,0.000000234540,1.122621000228,0.000206844589,0.775236663871,0.015362456344
1943,0.580960000000,0.000000000000,1.545133409048,0.000683523694,0.558801335072,0.016311361196,0.580960000000,0.000000300048,1.545133409048,0.000214025389,0.558801335072,0.015717575124
1944,0.049440000000,0.000001384327,1.817150217623,0.000748520622,0.630061974318,0.016591739042,0.049440000000,0.000010506140,1.817150217623,0.000235314543,0.630061974318,0.015971741034
1945,-0.421320000000,0.000001384201,1.332993302214,0.000850258920,0.458488133390,0.016904531974,-0.421320000000,0.000010505395,1.332993302214,0.000270467771,0.458488133390,0.016252834079
1946,0.030750000000,0.000001383471,0.981521095960,0.000892248405,0.395126693786,0.017132048740,0.030750000000,0.000010495967,0.981521095960,0.000283530258,0.395126693786,0.016462640164
1947,0.041650000000,0.000001383329,1.801129454787,0.000908228402,0.919131781664,0.017330663675,0.041650000000,0.000010495023,1.801129454787,0.000287810781,0.919131781664,0.016647982204
1948,-0.106580000000,0.000001383196,0.524223907525,0.001007018648,0.297625250275,0.017799205740,-0.106580000000,0.000010494197,0.524223907525,0.000321946973,0.297625250275,0.017057358421
1949,-0.157270000000,0.000001382910,0.848290348892,0.001008320508,0.255989110393,0.017954910836,-0.157270000000,0.000010491352,0.848290348892,0.000322099821,0.255989110393,0.017206127755
1950,-0.010010000000,0.000001382562,1.095120971362,0.001017899881,0.067679667141,0.018095040742,-0.010010000000,0.000010487638,1.095120971362,0.000324427395,0.067679667141,0.017341423467
1951,0.182130000000,0.000001382380,0.883618261590,0.001040580539,0.421531199719,0.018179065687,0.182130000000,0.000010486207,0.883618261590,0.000330910731,0.421531199719,0.017427568536
1952,0.194460000000,0.000001382349,1.391279213929,0.001051620137,0.572660324881,0.018378433497,0.194460000000,0.000010491190,1.391279213929,0.000333681241,0.572660324881,0.017613216906
1953,0.073540000000,0.000001382325,1.555793929079,0.001098864103,0.739878063742,0.018641700721,0.073540000000,0.000010508241,1.555793929079,0.000348695051,0.739878063742,0.017852479855
1954,0.092180000000,0.000001382219,1.701699510945,0.001164079340,0.261763090605,0.018985917549,0.092180000000,0.000010507727,1.701699510945,0.000370283164,0.261763090605,0.018158990977
1955,0.477010000000,0.000001382129,0.800639227672,0.001247824855,0.173391793811,0.019120136187,0.477010000000,0.000010507369,0.800639227672,0.000398854016,0.173391793811,0.018288883525
1956,0.473010000000,0.000001881466,0.877605157885,0.001255431889,-0.106465140851,0.019226399582,0.473010000000,0.000015628358,0.877605157885,0.000400631552,-0.106465140851,0.018394400629
1957,0.399660000000,0.000002356745,0.792892900970,0.001266031911,0.451964325946,0.019268549107,0.399660000000,0.000020588495,0.792892900970,0.000403298453,0.451964325946,0.018442055644
1958,-0.055470000000,0.000002509163,0.927138217070,0.001273357054,0.815611209827,0.019469792941,-0.055470000000,0.000023153257,0.927138217070,0.000404997015,0.815611209827,0.018628856740
1959,-0.091510000000,0.000002508748,1.218321445032,0.001286183191,0.344071044552,0.019844214988,-0.091510000000,0.000023148716,1.218321445032,0.000408352191,0.344071044552,0.018959869045
1960,-0.128280000000,0.000002508260,1.244116899292,0.001317455714,0.646177757574,0.019999531744,-0.128280000000,0.000023142966,1.244116899292,0.000417823429,0.646177757574,0.019107581407
1961,0.318920000000,0.000002507694,0.499522351565,0.001350765874,0.209110507386,0.020278909383,0.318920000000,0.000023135883,0.499522351565,0.000428011578,0.209110507386,0.019359742978
1962,-0.007140000000,0.000002519938,1.152505589147,0.001351719762,0.560568224446,0.020387822773,-0.007140000000,0.000024051421,1.152505589147,0.000428109143,0.560568224446,0.019467272430
1963,0.119380000000,0.000002519613,0.340968596263,0.001377907164,0.751817266700,0.020623499069,0.119380000000,0.000024048217,0.340968596263,0.000435858192,0.751817266700,0.019682762154
1964,-0.085250000000,0.000002519485,-0.038280451152,0.001377965501,-0.063114908045,0.020947852452,-0.085250000000,0.000024047829,-0.038280451152,0.000435858041,-0.063114908045,0.019972088908
1965,0.098290000000,0.000002519008,0.775217398905,0.001377824590,0.288832668928,0.020990964043,0.098290000000,0.000024042081,0.775217398905,0.000435820212,0.288832668928,0.020020390269
1966,0.121770000000,0.000002518851,-0.002508892282,0.001384486376,0.333041851164,0.021118947858,0.121770000000,0.000024041365,-0.002508892282,0.000437341062,0.333041851164,0.020144271572
1967,0.309090000000,0.000002518726,0.814662507213,0.001384371310,0.324281051551,0.021260255795,0.309090000000,0.000024041010,0.814662507213,0.000437308552,0.324281051551,0.020279553326
1968,0.277230000000,0.000002525494,0.107234391772,0.001392386655,0.381819781569,0.021397581274,0.277230000000,0.000024819692,0.107234391772,0.000439221333,0.381819781569,0.020411336983
1969,0.303930000000,0.000002525544,0.799974274673,0.001392338714,0.613848579205,0.021553265913,0.303930000000,0.000025241683,0.799974274673,0.000439203351,0.613848579205,0.020558776630
1970,0.307140000000,0.000002530183,0.484275379494,0.001399825912,0.365767202783,0.021799868996,0.307140000000,0.000025953520,0.484275379494,0.000440963207,0.365767202783,0.020782876193
1971,0.371700000000,0.000002536088,0.654853554936,0.001400623846,0.016661226575,0.021946741548,0.371700000000,0.000026706152,0.654853554936,0.000441035889,0.016661226575,0.020922665379
1972,0.380360000000,0.000002617945,0.354909309109,0.001404013430,-0.364852029999,0.022000318758,0.380360000000,0.000028586606,0.354909309109,0.000441674568,-0.364852029999,0.020980368028
1973,0.339600000000,0.000002718880,0.915994374092,0.001404100099,0.375299906355,0.022007092695,0.339600000000,0.000030664101,0.915994374092,0.000441674568,0.375299906355,0.020991690836
1974,0.454730000000,0.000002749628,0.367512161055,0.001416282364,0.087968247015,0.022155524344,0.454730000000,0.000031907826,0.367512161055,0.000444851967,0.087968247015,0.021132620633
1975,0.350370000000,0.000003124023,0.473657095782,0.001416401365,0.043586037375,0.022222817392,0.350370000000,0.000036175188,0.473657095782,0.000444852153,0.043586037375,0.021202653813
1976,0.094650000000,0.000003168640,0.935222658377,0.001417103212,0.088464758171,0.022280469406,0.094650000000,0.000037612929,0.935222658377,0.000444910252,0.088464758171,0.021263911619
1977,0.519560000000,0.000003168437,0.758975280083,0.001430183490,0.905166864288,0.022347248592,0.519560000000,0.000037611703,0.758975280083,0.000448370673,0.905166864288,0.021333375856
1978,0.389930000000,0.000003966742,0.387026930006,0.001436297940,0.572192199854,0.022730518473,0.389930000000,0.000044547107,0.387026930006,0.000449742565,0.572192199854,0.021670001394
1979,0.411370000000,0.000004091496,-0.230175032118,0.001436479876,0.790939593972,0.022946631416,0.411370000000,0.000046848720,-0.230175032118,0.000449744529,0.790939593972,0.021867934216
1980,0.721560000000,0.000004281287,0.905714620864,0.001436149149,0.841388838463,0.023260831982,0.721560000000,0.000049720482,0.905714620864,0.000449669986,0.841388838463,0.022147563158
1981,0.649550000000,0.000007760357,1.648548457321,0.001447832246,1.248959875980,0.023596770976,0.649550000000,0.000069894144,1.648548457321,0.000452698269,1.248959875980,0.022445205114
1982,0.342610000000,0.000010026191,0.139202621166,0.001523674011,0.228439212277,0.024173260347,0.342610000000,0.000084431847,0.139202621166,0.000478467908,0.228439212277,0.022940388921
1983,0.490210000000,0.000010060224,0.744460506365,0.001523637131,0.436392980349,0.024262791791,0.490210000000,0.000085709650,0.744460506365,0.000478452147,0.436392980349,0.023030081733
1984,0.549640000000,0.000010641746,1.029201301609,0.001529259789,0.320736181128,0.024413507493,0.549640000000,0.000091302381,1.029201301609,0.000479694569,0.320736181128,0.023172699366
1985,0.652500000000,0.000011700777,1.023439802045,0.001547214051,0.687018713312,0.024526653260,0.652500000000,0.000099671873,1.023439802045,0.000484740837,0.687018713312,0.023282914746
1986,0.444220000000,0.000014008422,0.246752738736,0.001564815799,0.500339226237,0.024772654266,0.444220000000,0.000114373016,0.246752738736,0.000489675928,0.500339226237,0.023505794577
1987,0.425910000000,0.000014329533,0.260869149680,0.001564815060,0.919900464575,0.024941377262,0.425910000000,0.000118218333,0.260869149680,0.000489670634,0.919900464575,0.023663575013
1988,0.512470000000,0.000014571658,1.310121925833,0.001564815059,0.900787024822,0.025295529314,0.512470000000,0.000121475091,1.310121925833,0.000489666411,0.900787024822,0.023976171775
1989,0.455450000000,0.000015311405,0.705306576272,0.001603359659,0.527677059516,0.025634702452,0.455450000000,0.000128002198,0.705306576272,0.000501786772,0.527677059516,0.024276456559
1990,0.595000000000,0.000015687390,1.355664008159,0.001607859463,0.567666984242,0.025805576282,0.595000000000,0.000132224832,1.355664008159,0.000502728369,0.567666984242,0.024436046684
1991,0.736910000000,0.000017226243,1.196562282910,0.001650510339,0.701511446856,0.025989624166,0.736910000000,0.000143096022,1.196562282910,0.000516331268,0.701511446856,0.024606742488
1992,0.464520000000,0.000020993850,0.684620066721,0.001679513951,0.286223487765,0.026225673044,0.464520000000,0.000164409800,0.684620066721,0.000525136212,0.286223487765,0.024821142376
1993,0.329370000000,0.000021417121,1.368325619130,0.001683464368,0.836901673426,0.026317498508,0.329370000000,0.000168932619,1.368325619130,0.000525936974,0.836901673426,0.024912491435
1994,0.357280000000,0.000021436920,1.087913821546,0.001727171082,0.792488776919,0.026611251270,0.357280000000,0.000169962147,1.087913821546,0.000539950590,0.792488776919,0.025174891809
1995,0.308760000000,0.000021491172,1.831315217321,0.001748462770,0.930847833538,0.026880533718,0.308760000000,0.000171481545,1.831315217321,0.000546148713,0.930847833538,0.025416940211
1996,0.701310000000,0.000021497518,1.694578685987,0.001848988489,0.726271866519,0.027213477861,0.701310000000,0.000172218085,1.694578685987,0.000581591308,0.726271866519,0.025711872224
1997,0.462230000000,0.000024595212,1.095137179419,0.001929748266,1.080862843395,0.027446614686,0.462230000000,0.000190496413,1.095137179419,0.000609476396,1.080862843395,0.025923742897
1998,0.526380000000,0.000025005339,2.073052427050,0.001951243711,1.504850030029,0.027851990666,0.526380000000,0.000194915827,2.073052427050,0.000615788836,1.504850030029,0.026278556726
1999,0.299560000000,0.000025853437,1.495850561378,0.002090805875,0.964155533934,0.028523024073,0.299560000000,0.000202017059,1.495850561378,0.000666836934,0.964155533934,0.026851464630
2000,0.357280000000,0.000025856426,1.675860256513,0.002146733747,1.087076535974,0.028850399775,0.357280000000,0.000202634398,1.675860256513,0.000685491024,1.087076535974,0.027142344338
2001,0.598990000000,0.000025910450,1.745196933700,0.002224156352,1.283986192206,0.029237671278,0.598990000000,0.000204141018,1.745196933700,0.000712275643,1.283986192206,0.027482907264
2002,0.718520000000,0.000027492649,1.894289569617,0.002310698114,1.323327815716,0.029733491242,0.718520000000,0.000215160106,1.894289569617,0.000742611883,1.323327815716,0.027913135914
2003,0.572550000000,0.000030899624,1.705526786110,0.002418954826,1.393256911591,0.030244923730,0.572550000000,0.000234767990,1.705526786110,0.000781487543,1.393256911591,0.028356538096
